Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
2L_14282638_14282638_Blastopia	2L	14282638	14282638	-	RNA	LTR	Gypsy	Blastopia	NO	1	COR-025	COR-025_210_Blastopia	732	0.144	1.993676178	2.49	HRR	YES	0	1	0
2L_14282639_14282639_mdg1	2L	14282639	14282639	-	RNA	LTR	Gypsy	mdg1	NO	1	COR-025	COR-025_211_mdg1	7313	0.761	1.993676178	2.49	HRR	YES	0	1	0
2L_14283570_14283570_mdg1	2L	14283570	14283570	-	RNA	LTR	Gypsy	mdg1	NO	1	RAL-059	RAL-059_296_mdg1	7311	0.761	1.993676178	2.49	HRR	YES	1	0	0
2L_14293458_14293458_F-element	2L	14293458	14293458	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-426	RAL-426_227_F-element	3658	0.773	1.993676178	2.49	HRR	YES	1	0	0
3L_5971719_5971724_pogo	3L	5971719	5971724	-	DNA	TIR	TcMar-Pogo	pogo	NO	2	AKA-017;MUN-008	MUN-008_808_pogo;AKA-017_736_pogo	131;178	0.059;0.08	1.453742946	3.4	HRR	YES	0	2	0
2L_14307633_14307633_Nomad	2L	14307633	14307633	-	RNA	LTR	Gypsy	Nomad	NO	1	SLA-001	SLA-001_180_Nomad	7594	0.981	1.64185097	2.435	HRR	YES	0	1	0
2L_14312221_14312221_I-element	2L	14312221	14312221	-	RNA	LINE	I	I-element	NO	1	B4	B4_159_I-element	896	0.164	1.64185097	2.435	HRR	YES	1	0	0
2L_14313743_14313743_F-element	2L	14313743	14313743	-	RNA	LINE	Jockey	F-element	NO	1	RAL-059	RAL-059_297_F-element	4269	0.902	1.64185097	2.435	HRR	YES	1	0	0
2L_14319021_14319021_17-6	2L	14319021	14319021	-	RNA	LTR	Gypsy	17-6	NO	1	COR-023	COR-023_147_17-6	7257	0.934	1.64185097	2.435	HRR	YES	0	1	0
2L_14345870_14345870_roo	2L	14345870	14345870	-	RNA	LTR	Pao	roo	NO	1	MUN-008	MUN-008_182_roo	428	0.045	1.64185097	2.435	HRR	YES	0	1	0
2L_14348840_14348840_Copia	2L	14348840	14348840	#ERROR!	RNA	LTR	Copia	Copia	NO	1	RAL-091	RAL-091_222_Copia	5159	0.959	1.64185097	2.435	HRR	YES	1	0	0
2L_14367501_14367501_Ivk	2L	14367501	14367501	-	RNA	LINE	I	Ivk	NO	1	MUN-020	MUN-020_164_Ivk	2717	0.496	1.64185097	2.435	HRR	YES	0	1	0
2L_14375397_14375397_Doc	2L	14375397	14375397	-	RNA	LINE	Jockey	Doc	NO	1	A4	A4_156_Doc	4722	0.987	1.64185097	2.435	HRR	YES	0	0	1
2L_14375934_14375934_mdg3	2L	14375934	14375934	#ERROR!	RNA	LTR	Gypsy	mdg3	NO	1	RAL-855	RAL-855_193_mdg3	5543	0.938	1.64185097	2.435	HRR	YES	1	0	0
FBti0059985	2L	14377133	14377236	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	47	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_181_INE-1;ORE_167_INE-1;A6_192_INE-1;B6_173_INE-1;B4_160_INE-1;B3_146_INE-1;JUT-008_185_INE-1;MUN-008_183_INE-1;AB8_165_INE-1;AKA-017_166_INE-1;MUN-013_228_INE-1;A3_151_INE-1;STO-022_177_INE-1;B2_182_INE-1;GIM-012_157_INE-1;AKA-018_211_INE-1;JUT-011_165_INE-1;COR-018_178_INE-1;TEN-015_160_INE-1;RAL-177_179_INE-1;A4_157_INE-1;A1_174_INE-1;RAL-375_161_INE-1;SLA-001_181_INE-1;RAL-059_298_INE-1;A7_156_INE-1;MUN-015_147_INE-1;KIE-094_149_INE-1;GIM-024_157_INE-1;COR-014_139_INE-1;RAL-737_168_INE-1;LUN-007_178_INE-1;A5_164_INE-1;COR-025_212_INE-1;B1_159_INE-1;RAL-426_228_INE-1;COR-023_148_INE-1;RAL-091_223_INE-1;TOM-008_192_INE-1;RAL-176_166_INE-1;TOM-007_197_INE-1;MUN-009_160_INE-1;MUN-016_171_INE-1;MUN-020_165_INE-1;RAL-855_194_INE-1;FBti0059985;LUN-004_145_INE-1	447;397;393;263;393;393;126;263;393;263;106;375;393;384;294;106;335;393;263;384;393;384;263;106;126;384;122;263;106;393;126;393;393;384;375;309;126;384;105;263;263;263;122;335;126;103;393	0.29;0.257;0.255;0.171;0.255;0.255;0.082;0.171;0.255;0.171;0.155;0.243;0.255;0.249;0.191;0.155;0.217;0.255;0.171;0.249;0.255;0.249;0.171;0.155;0.082;0.249;0.079;0.171;0.155;0.255;0.082;0.255;0.255;0.249;0.243;0.2;0.082;0.249;0.154;0.171;0.171;0.171;0.079;0.217;0.082;.;0.255	1.64185097	2.435	HRR	YES	16	26	5
2L_14381331_14381335_Ivk	2L	14381331	14381335	-	RNA	LINE	I	Ivk	NO	2	RAL-176;RAL-375	RAL-375_162_Ivk;RAL-176_167_Ivk	5356;5388	0.977;0.983	1.64185097	2.435	HRR	YES	2	0	0
2L_14393979_14393979_Burdock	2L	14393979	14393979	#ERROR!	RNA	LTR	Gypsy	Burdock	NO	1	RAL-059	RAL-059_299_Burdock	6436	0.995	1.64185097	2.435	HRR	YES	1	0	0
2L_14399895_14399895_Nomad	2L	14399895	14399895	-	RNA	LTR	Gypsy	Nomad	NO	1	RAL-177	RAL-177_180_Nomad	2759	0.356	1.64185097	2.435	HRR	YES	1	0	0
2L_14400184_14400184_F-element	2L	14400184	14400184	-	RNA	LINE	Jockey	F-element	NO	1	GIM-024	GIM-024_158_F-element	1011	0.214	6.215578672	2.385	HRR	YES	0	1	0
2L_14408207_14408207_1360	2L	14408207	14408207	#ERROR!	DNA	TIR	P	1360	NO	1	A2	A2_182_1360	1486	0.321	6.215578672	2.385	HRR	YES	1	0	0
2L_14411979_14411979_Doc	2L	14411979	14411979	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	MUN-015	MUN-015_148_Doc	3358	0.702	6.215578672	2.385	HRR	YES	0	1	0
2L_14413156_14413156_412	2L	14413156	14413156	-	RNA	LTR	Gypsy	412	NO	1	RAL-426	RAL-426_231_412	6127	0.788	6.215578672	2.385	HRR	YES	1	0	0
2L_14416654_14416654_Copia	2L	14416654	14416654	#ERROR!	RNA	LTR	Copia	Copia	NO	1	A4	A4_158_Copia	4907	0.912	6.215578672	2.385	HRR	YES	0	0	1
2L_14418690_14418690_Gypsy-2_Dsim	2L	14418690	14418690	-	RNA	LTR	Gypsy	Gypsy-2_Dsim	NO	1	RAL-091	RAL-091_233_Gypsy-2_Dsim	5230	1.032	6.215578672	2.385	HRR	YES	1	0	0
2L_14419663_14419663_F-element	2L	14419663	14419663	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	A6	A6_193_F-element	4639	0.98	6.215578672	2.385	HRR	YES	1	0	0
2L_14422269_14422269_Doc	2L	14422269	14422269	-	RNA	LINE	Jockey	Doc	NO	1	JUT-008	JUT-008_186_Doc	4727	0.988	6.215578672	2.385	HRR	YES	0	1	0
2L_14422719_14422719_roo	2L	14422719	14422719	-	RNA	LTR	Pao	roo	NO	1	A6	A6_194_roo	8068	0.852	6.215578672	2.385	HRR	YES	1	0	0
2L_14423960_14423960_blood	2L	14423960	14423960	-	RNA	LTR	Gypsy	blood	NO	1	A2	A2_183_blood	7406	0.98	6.215578672	2.385	HRR	YES	1	0	0
2L_14429669_14429669_Blastopia	2L	14429669	14429669	-	RNA	LTR	Gypsy	Blastopia	NO	1	AKA-017	AKA-017_167_Blastopia	4996	0.985	6.215578672	2.385	HRR	YES	0	1	0
2L_14433772_14433772_Doc	2L	14433772	14433772	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	A6	A6_195_Doc	4743	0.991	6.215578672	2.385	HRR	YES	1	0	0
2L_14433879_14433879_H	2L	14433879	14433879	-	DNA	TIR	hAT-hobo	H	NO	1	TOM-008	TOM-008_193_H	1540	0.512	6.215578672	2.385	HRR	YES	0	1	0
2L_14447114_14447114_F-element	2L	14447114	14447114	-	RNA	LINE	Jockey	F-element	NO	1	B2	B2_183_F-element	2043	0.432	6.215578672	2.385	HRR	YES	0	0	1
2L_14454031_14454031_Max-element	2L	14454031	14454031	-	RNA	LTR	Pao	Max-element	NO	1	AB8	AB8_166_Max-element	5729	0.621	6.215578672	2.385	HRR	YES	0	0	1
2L_14455808_14455808_I-element	2L	14455808	14455808	#ERROR!	RNA	LINE	I	I-element	NO	1	A2	A2_184_I-element	5377	0.987	6.215578672	2.385	HRR	YES	1	0	0
2L_14462903_14462903_Idefix	2L	14462903	14462903	#ERROR!	RNA	LTR	Gypsy	Idefix	NO	1	COR-023	COR-023_149_Idefix	7509	0.684	6.215578672	2.385	HRR	YES	0	1	0
FBti0059713	2L	14465640	14469047	#ERROR!	RNA	LINE	Jockey	Doc	YES	25	ORE;A6;JUT-008;MUN-008;AKA-017;MUN-013;B2;JUT-011;COR-018;TEN-015;RAL-177;A4;RAL-375;SLA-001;A7;MUN-015;GIM-024;COR-014;LUN-007;B1;RAL-091;TOM-008;RAL-176;RAL-855;ISO-1	ORE_168_Doc;A6_196_Doc;JUT-008_187_Doc;MUN-008_184_Doc;AKA-017_168_Doc;MUN-013_229_Doc;B2_184_Doc;JUT-011_166_Doc;COR-018_179_Doc;TEN-015_161_Doc;RAL-177_181_Doc;A4_159_Doc;RAL-375_163_Doc;SLA-001_182_Doc;A7_157_Doc;MUN-015_149_Doc;GIM-024_159_Doc;COR-014_140_Doc;LUN-007_179_Doc;B1_160_Doc;RAL-091_234_Doc;TOM-008_194_Doc;RAL-176_168_Doc;RAL-855_195_Doc;FBti0059713	1970;1972;1971;1967;1966;1979;1972;1973;1975;1977;1971;1977;1969;1630;1972;1978;1972;1906;1969;1972;1839;1972;1982;1965;3407	0.41200000000000003;0.41200000000000003;0.412;0.411;0.411;0.414;0.41200000000000003;0.412;0.413;0.413;0.412;0.413;0.412;0.341;0.41200000000000003;0.413;0.412;0.398;0.412;0.41200000000000003;0.384;0.412;0.414;0.411;.	6.215578672	2.385	HRR	YES	9	13	3
FBti0019760	2L	14466054	14467488	#ERROR!	DNA	TIR	CMC-Transib	hopper	YES	1	ISO-1	FBti0019760	1434	.	.	.	.	YES	1	0	0
2L_14469047_14469047_Burdock	2L	14469047	14469047	-	RNA	LTR	Gypsy	Burdock	NO	1	AB8	AB8_167_Burdock	2232	0.345	6.215578672	2.385	HRR	YES	0	0	1
2L_14469437_14469437_F-element	2L	14469437	14469437	-	RNA	LINE	Jockey	F-element	NO	1	B2	B2_185_F-element	4694	0.992	6.215578672	2.385	HRR	YES	0	0	1
2L_14476292_14476295_pogo	2L	14476292	14476295	-	DNA	TIR	TcMar-Pogo	pogo	NO	9	ORE;B4;RAL-737;A4;MUN-016;RAL-059;A3;A5;B1	ORE_169_pogo;B4_161_pogo;A3_152_pogo;A4_160_pogo;RAL-059_300_pogo;RAL-737_169_pogo;A5_165_pogo;B1_161_pogo;MUN-016_172_pogo	939;939;939;939;950;943;939;939;939	0.42100000000000004;0.42100000000000004;0.42100000000000004;0.42100000000000004;0.425;0.422;0.42100000000000004;0.42100000000000004;0.421	6.215578672	2.385	HRR	YES	5	3	1
2L_14484999_14484999_Transpac	2L	14484999	14484999	#ERROR!	RNA	LTR	Gypsy	Transpac	NO	1	A2	A2_185_Transpac	5253	0.993	6.215578672	2.385	HRR	YES	1	0	0
2L_14485113_14485113_Nomad	2L	14485113	14485113	-	RNA	LTR	Gypsy	Nomad	NO	1	MUN-013	MUN-013_230_Nomad	6185	0.799	6.215578672	2.385	HRR	YES	0	1	0
2L_14490584_14490584_P-element	2L	14490584	14490584	-	DNA	TIR	P	P-element	NO	1	RAL-426	RAL-426_232_P-element	1114	0.306	6.215578672	2.385	HRR	YES	1	0	0
2L_14496005_14496005_G2	2L	14496005	14496005	-	RNA	LINE	Jockey	G2	NO	1	RAL-177	RAL-177_182_G2	2198	0.504	6.215578672	2.385	HRR	YES	1	0	0
2L_14500028_14500028_Copia	2L	14500028	14500028	#ERROR!	RNA	LTR	Copia	Copia	NO	1	A6	A6_197_Copia	5149	0.957	1.172750693	2.325	HRR	YES	1	0	0
2L_14502532_14502532_Ivk	2L	14502532	14502532	-	RNA	LINE	I	Ivk	NO	1	A6	A6_198_Ivk	5361	0.978	1.172750693	2.325	HRR	YES	1	0	0
2L_14506560_14506562_Micropia	2L	14506560	14506562	-	RNA	LTR	Gypsy	Micropia	NO	1	MUN-016	MUN-016_173_Micropia	5331	1.155	1.172750693	2.325	HRR	YES	0	1	0
2L_14506560_14506562_Micropia.t1	2L	14506560	14506562	-	RNA	LTR	Gypsy	Micropia	NO	1	MUN-016	MUN-016_174_Micropia	180	0.033	1.172750693	2.325	HRR	YES	0	1	0
2L_14517698_14517698_Transpac	2L	14517698	14517698	#ERROR!	RNA	LTR	Gypsy	Transpac	NO	1	RAL-737	RAL-737_170_Transpac	5263	0.995	1.172750693	2.325	HRR	YES	1	0	0
2L_14539102_14539102_I-element	2L	14539102	14539102	#ERROR!	RNA	LINE	I	I-element	NO	1	MUN-020	MUN-020_166_I-element	5356	0.983	1.172750693	2.325	HRR	YES	0	1	0
2L_14540688_14540688_transib1	2L	14540688	14540688	-	DNA	TIR	CMC-Transib	transib1	NO	1	GIM-012	GIM-012_158_transib1	2678	0.973	1.172750693	2.325	HRR	YES	0	1	0
2L_14556484_14556484_F-element	2L	14556484	14556484	-	RNA	LINE	Jockey	F-element	NO	1	MUN-013	MUN-013_231_F-element	2021	0.427	1.172750693	2.325	HRR	YES	0	1	0
2L_14561396_14561396_roo	2L	14561396	14561396	#ERROR!	RNA	LTR	Pao	roo	NO	1	A6	A6_199_roo	26259	2.773	1.172750693	2.325	HRR	YES	1	0	0
2L_14568098_14568098_I-element	2L	14568098	14568098	#ERROR!	RNA	LINE	I	I-element	NO	1	KIE-094	KIE-094_151_I-element	172	0.032	1.172750693	2.325	HRR	YES	0	1	0
2L_14568098_14568098_roo	2L	14568098	14568098	#ERROR!	RNA	LTR	Pao	roo	NO	1	KIE-094	KIE-094_150_roo	9303	0.982	1.172750693	2.325	HRR	YES	0	1	0
2L_14578441_14578441_Doc	2L	14578441	14578441	-	RNA	LINE	Jockey	Doc	NO	1	B4	B4_162_Doc	2344	0.49	1.172750693	2.325	HRR	YES	1	0	0
2L_14592665_14592665_Gypsy-24_Dya	2L	14592665	14592665	#ERROR!	RNA	LTR	Gypsy	Gypsy-24_Dya	NO	1	MUN-009	MUN-009_141_Gypsy-24_Dya	5254	0.951	1.172750693	2.325	HRR	YES	0	1	0
2L_14597216_14597216_mdg1	2L	14597216	14597216	#ERROR!	RNA	LTR	Gypsy	mdg1	NO	1	MUN-020	MUN-020_167_mdg1	7700	0.801	1.172750693	2.325	HRR	YES	0	1	0
2L_14599331_14599331_P-element	2L	14599331	14599331	-	DNA	TIR	P	P-element	NO	1	JUT-011	JUT-011_167_P-element	1218	0.335	1.172750693	2.325	HRR	YES	0	1	0
2L_14606543_14606543_roo	2L	14606543	14606543	#ERROR!	RNA	LTR	Pao	roo	NO	1	MUN-013	MUN-013_232_roo	6481	0.684	3.752802217	2.265	HRR	YES	0	1	0
2L_14606844_14606844_roo	2L	14606844	14606844	-	RNA	LTR	Pao	roo	NO	1	MUN-009	MUN-009_142_roo	2013	0.213	3.752802217	2.265	HRR	YES	0	1	0
3L_8589605_8589607_S-element	3L	8589605	8589607	-	DNA	TIR	TcMar-Tc1	S-element	NO	2	AKA-017;MUN-008	MUN-008_840_S-element;AKA-017_765_S-element	1751;1748	0.965;0.963	3.876647855	3.31	HRR	YES	0	2	0
2L_14616257_14616257_jockey	2L	14616257	14616257	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	MUN-009	MUN-009_161_jockey	338	0.067	3.752802217	2.265	HRR	YES	0	1	0
FBti0019174	2L	14618937	14619298	#ERROR!	RNA	LINE	Jockey	jockey	YES	9	RAL-426;COR-023;RAL-091;A6;JUT-011;B3;JUT-008;AKA-017;ISO-1	A6_200_jockey;B3_148_jockey;JUT-008_188_jockey;AKA-017_170_jockey;JUT-011_168_jockey;RAL-426_233_jockey;COR-023_150_jockey;RAL-091_235_jockey;FBti0019174	345;5002;253;5001;2979;344;2776;346;361	0.069;0.9940000000000001;0.05;0.994;0.592;0.068;0.552;0.069;.	3.752802217	2.265	HRR	YES	4	4	1
2L_14624796_14624796_Fw2	2L	14624796	14624796	-	RNA	LINE	Jockey	Fw2	NO	1	RAL-091	RAL-091_231_Fw2	276	0.07	3.752802217	2.265	HRR	YES	1	0	0
2L_14625945_14625945_17-6	2L	14625945	14625945	#ERROR!	RNA	LTR	Gypsy	17-6	NO	1	TOM-007	TOM-007_198_17-6	7461	0.96	3.752802217	2.265	HRR	YES	0	1	0
2L_14635911_14635911_3S18	2L	14635911	14635911	-	RNA	LTR	Pao	3S18	NO	1	AKA-018	AKA-018_212_3S18	362	0.059	3.752802217	2.265	HRR	YES	0	1	0
FBti0019175	2L	14642626	14651730	-	RNA	LTR	Pao	roo	YES	1	ISO-1	FBti0019175	9104	.	.	.	.	YES	1	0	0
2L_14655761_14655761_roo	2L	14655761	14655761	#ERROR!	RNA	LTR	Pao	roo	NO	1	AKA-017	AKA-017_171_roo	9106	0.962	3.752802217	2.265	HRR	YES	0	1	0
2L_14655946_14655946_roo	2L	14655946	14655946	-	RNA	LTR	Pao	roo	NO	1	COR-018	COR-018_180_roo	432	0.046	3.752802217	2.265	HRR	YES	0	1	0
2L_14665039_14665039_FB4	2L	14665039	14665039	#ERROR!	DNA	TIR	TcMar-Tc1	FB4	NO	1	A1	A1_175_FB4	636	0.182	3.752802217	2.265	HRR	YES	1	0	0
2L_14665552_14665552_FB4	2L	14665552	14665552	-	DNA	TIR	TcMar-Tc1	FB4	NO	1	A1	A1_176_FB4	3423	0.981	3.752802217	2.265	HRR	YES	1	0	0
2L_14667300_14667300_blood	2L	14667300	14667300	-	RNA	LTR	Gypsy	blood	NO	1	STO-022	STO-022_178_blood	7412	0.981	3.752802217	2.265	HRR	YES	0	1	0
2L_14671839_14671839_hopper	2L	14671839	14671839	-	DNA	TIR	CMC-Transib	hopper	NO	1	A6	A6_201_hopper	1433	0.986	3.752802217	2.265	HRR	YES	1	0	0
2L_14678809_14678845_297	2L	14678809	14678845	#ERROR!	RNA	LTR	Gypsy	297	NO	2	AKA-018;A4	AKA-018_213_297;A4_161_297	6025;2702	0.834;0.374	3.752802217	2.265	HRR	YES	0	1	1
2L_14683539_14683539_297	2L	14683539	14683539	-	RNA	LTR	Gypsy	297	NO	1	MUN-008	MUN-008_185_297	6233	0.863	3.752802217	2.265	HRR	YES	0	1	0
2L_14684085_14684085_Copia	2L	14684085	14684085	#ERROR!	RNA	LTR	Copia	Copia	NO	1	COR-018	COR-018_181_Copia	274	0.051	3.752802217	2.265	HRR	YES	0	1	0
2L_14685292_14685294_Micropia	2L	14685292	14685294	-	RNA	LTR	Gypsy	Micropia	NO	1	RAL-177	RAL-177_183_Micropia	4821	1.044	3.752802217	2.265	HRR	YES	1	0	0
2L_14685292_14685294_Micropia.t1	2L	14685292	14685294	-	RNA	LTR	Gypsy	Micropia	NO	1	RAL-177	RAL-177_184_Micropia	104	0.019	3.752802217	2.265	HRR	NO	1	0	0
2L_14688361_14688361_blood	2L	14688361	14688361	-	RNA	LTR	Gypsy	blood	NO	1	TEN-015	TEN-015_162_blood	7372	0.975	3.752802217	2.265	HRR	YES	0	1	0
2L_14699424_14699432_I-element	2L	14699424	14699432	-	RNA	LINE	I	I-element	NO	2	RAL-176;RAL-375	RAL-375_164_I-element;RAL-176_171_I-element	1428;1444	0.262;0.265	3.752802217	2.265	HRR	YES	2	0	0
2L_14699549_14699549_mdg1	2L	14699549	14699549	-	RNA	LTR	Gypsy	mdg1	NO	1	MUN-008	MUN-008_186_mdg1	7365	0.766	3.752802217	2.265	HRR	YES	0	1	0
2L_14715133_14715135_Quasimodo	2L	14715133	14715135	-	RNA	LTR	Gypsy	Quasimodo	NO	2	B2;COR-018	B2_186_Quasimodo;COR-018_182_Quasimodo	7394;7377	0.982;0.98	1.055475623	2.21	HRR	YES	0	1	1
2L_14720030_14720033_Nomad	2L	14720030	14720033	#ERROR!	RNA	LTR	Gypsy	Nomad	NO	2	RAL-176;RAL-375	RAL-375_165_Nomad;RAL-176_172_Nomad	7607;7626	0.983;0.985	1.055475623	2.21	HRR	YES	2	0	0
2L_14720896_14720896_roo	2L	14720896	14720896	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_158_roo	9127	0.964	1.055475623	2.21	HRR	YES	0	0	1
2L_14723046_14723062_F-element	2L	14723046	14723062	-	RNA	LINE	Jockey	F-element	NO	6	AKA-018;B4;COR-018;RAL-176;RAL-375;B2	B4_163_F-element;B2_187_F-element;AKA-018_214_F-element;COR-018_183_F-element;RAL-375_166_F-element;RAL-176_173_F-element	3766;3760;3755;3766;3759;3768	0.7959999999999999;0.794;0.793;0.796;0.794;0.796	1.055475623	2.21	HRR	YES	3	2	1
2L_14723046_14723062_F-element.t1	2L	14723046	14723062	-	RNA	LINE	Jockey	F-element	NO	1	AKA-018	AKA-018_215_F-element	3759	0.794	1.055475623	2.21	HRR	YES	0	1	0
ISO1_168_INE-1	2L	14738262	14738612	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	3	COR-023;MUN-016;ISO-1	COR-023_151_INE-1;MUN-016_175_INE-1	160;160	0.234;0.234	1.055475623	2.21	HRR	YES	1	2	0
FBti0060790	2L	14738268	14738313	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	16	GIM-012;AKA-018;KIE-094;B6;JUT-011;GIM-024;B4;B3;B1;TOM-007;A4;AKA-017;A3;A7;ISO-1;LUN-004	B6_174_INE-1;B4_164_INE-1;B3_149_INE-1;AKA-017_172_INE-1;A3_153_INE-1;GIM-012_159_INE-1;AKA-018_216_INE-1;JUT-011_169_INE-1;A4_162_INE-1;A7_159_INE-1;KIE-094_152_INE-1;GIM-024_160_INE-1;B1_162_INE-1;TOM-007_199_INE-1;FBti0060790;LUN-004_146_INE-1	344;344;344;344;344;350;344;344;344;350;344;350;350;344;45;344	0.504;0.504;0.504;0.504;0.504;0.512;0.504;0.504;0.504;0.512;0.504;0.512;0.512;0.504;.;0.504	1.055475623	2.21	HRR	YES	4	9	3
2L_14741796_14741796_Doc	2L	14741796	14741796	-	RNA	LINE	Jockey	Doc	NO	1	RAL-091	RAL-091_236_Doc	4730	0.989	1.055475623	2.21	HRR	YES	1	0	0
ISO1_169_INE-1	2L	14742333	14742683	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	29	A2;ORE;A6;JUT-008;MUN-008;AB8;MUN-013;STO-022;B2;COR-018;TEN-015;RAL-177;RAL-375;SLA-001;RAL-059;MUN-015;COR-014;RAL-737;LUN-007;A5;COR-025;RAL-426;RAL-091;TOM-008;RAL-176;MUN-009;MUN-020;RAL-855;ISO-1	A2_186_INE-1;ORE_170_INE-1;A6_202_INE-1;JUT-008_189_INE-1;MUN-008_188_INE-1;MUN-008_187_INE-1;AB8_168_INE-1;MUN-013_233_INE-1;STO-022_179_INE-1;B2_188_INE-1;COR-018_184_INE-1;TEN-015_163_INE-1;RAL-177_185_INE-1;RAL-375_167_INE-1;SLA-001_183_INE-1;RAL-059_301_INE-1;MUN-015_150_INE-1;COR-014_141_INE-1;RAL-737_171_INE-1;LUN-007_180_INE-1;A5_166_INE-1;COR-025_214_INE-1;RAL-426_234_INE-1;RAL-091_107_INE-1;TOM-008_195_INE-1;RAL-176_174_INE-1;MUN-009_162_INE-1;MUN-020_168_INE-1;RAL-855_196_INE-1;ISO1_169_INE-1	344;350;344;160;344;1628;344;160;344;350;344;344;160;160;350;160;160;344;160;344;344;344;344;158;350;160;160;160;160;350	0.504;0.512;0.504;0.234;0.504;2.384;0.504;0.234;0.504;0.512;0.504;0.504;0.234;0.234;0.512;0.234;0.234;0.504;0.234;0.504;0.504;0.504;0.504;0.231;0.512;0.234;0.234;0.234;0.234;0.512	1.055475623	2.21	HRR	YES	12	15	2
ISO1_169_INE-1.c1	2L	14742333	14742683	#ERROR!	DNA	Helitron	INE-1	INE-1	NO	1	RAL-091	RAL-091_237_INE-1	160	0.234	1.055475623	2.21	HRR	YES	1	0	0
2L_14743083_14743083_gypsy1	2L	14743083	14743083	#ERROR!	RNA	LTR	Gypsy	gypsy1	NO	1	A1	A1_177_gypsy1	7518	0.954	1.055475623	2.21	HRR	YES	1	0	0
2L_14743896_14743896_roo	2L	14743896	14743896	#ERROR!	RNA	LTR	Pao	roo	NO	1	LUN-007	LUN-007_181_roo	8684	0.917	1.055475623	2.21	HRR	YES	0	1	0
